strategy,num_decks,s17_h17,penetration,bet_size,card_counting,mean_bankroll,std_dev,CI95,profit_realized,casino_advantage,total_player_win,total_ties,total_computer_win,median,q1,q3,min_bankroll,max_bankroll,bet_mean,bet_median,max_bet,percent5,percent95
basic,8,H17,0.75,true+2,Revere RAPC,10176.92,5834.65,"(10062.55, 10291.29)",51.71,-0.44,439246,93931,492043,10175.0,7175.0,13175.0,-20375.0,53100.0,252.03,100.0,3000,600.0,19725.0
basic,8,H17,0.75,true-2,Hi-Lo,9936.85,1325.34,"(9910.87, 9962.82)",47.01,0.52,438397,93460,493720,9950.0,9100.0,10800.0,2600.0,16725.0,250.46,100.0,3000,7850.0,12052.50000000001
basic,8,H17,0.75,true-2,KISS3,9948.94,1330.01,"(9922.87, 9975.01)",48.07,0.42,438736,93403,493454,9950.0,9100.0,10800.0,1550.0,18850.0,248.92,100.0,3000,7800.0,12100.0
basic,8,H17,0.75,true-2,ZEN,9991.94,2147.19,"(9949.85, 10034.03)",48.74,0.05,438888,93366,493269,9975.0,8900.0,11100.0,-7650.0,24000.0,247.77,100.0,3000,6700.0,13277.50000000001
basic,8,H17,0.75,true-2,Hi-Opt 2,9987.88,1928.92,"(9950.07, 10025.69)",48.84,0.08,438631,93845,493025,10000.0,8950.0,11025.0,-2800.0,23400.0,246.56,100.0,3000,7000.0,12900.0
basic,8,H17,0.75,true-2,Wong Halves,9954.81,1381.96,"(9927.72, 9981.9)",47.7,0.37,438662,93618,493584,9950.0,9100.0,10800.0,2050.0,18050.0,245.14,100.0,3000,7800.0,12200.0
basic,8,H17,0.75,true-2,Revere RAPC,9989.79,3736.49,"(9916.55, 10063.03)",49.73,0.04,438353,93722,493006,10000.0,8400.0,11625.0,-19700.0,32600.0,244.89,100.0,3000,3950.0,15950.0
basic,8,H17,0.9,running,Hi-Lo,9710.41,6005.96,"(9592.68, 9828.14)",47.33,0.77,437431,93985,493950,9800.0,6950.0,12500.0,-35150.0,52700.0,246.24,100.0,3000,-200.0,19400.0
basic,8,H17,0.9,running,KISS3,9968.65,5999.69,"(9851.05, 10086.26)",49.5,0.08,438876,93617,492991,10000.0,7100.0,12900.0,-25650.0,49750.0,247.64,100.0,3000,100.0,19800.0
basic,8,H17,0.9,running,ZEN,9784.84,8282.41,"(9622.5, 9947.19)",48.79,0.4,437868,93584,493941,9850.0,5450.0,14150.0,-37950.0,62500.0,250.64,100.0,3000,-3900.0,23700.0
basic,8,H17,0.9,running,Hi-Opt 2,9868.69,8262.82,"(9706.73, 10030.66)",49.22,0.25,437907,93689,494000,9950.0,5550.0,14150.0,-30200.0,57750.0,253.52,100.0,3000,-4104.999999999998,23650.0
basic,8,H17,0.9,running,Wong Halves,9783.58,6251.69,"(9661.04, 9906.12)",48.66,0.55,437953,93477,494035,9875.0,6900.0,12800.0,-24550.0,45875.0,254.9,100.0,3000,-700.0,19775.0
basic,8,H17,0.9,running,Revere RAPC,9472.53,10198.15,"(9272.63, 9672.43)",47.46,0.77,437991,93086,494393,9550.0,3650.0,15250.0,-34950.0,54300.0,259.18,100.0,3000,-7504.999999999998,26350.0
basic,8,H17,0.9,true,Hi-Lo,10042.47,2369.91,"(9996.02, 10088.92)",49.98,-0.26,438941,93044,493463,10000.0,8850.0,11225.0,-3575.0,33700.0,258.18,100.0,3000,6350.0,13825.0
basic,8,H17,0.9,true,KISS3,10043.36,2319.35,"(9997.89, 10088.82)",50.04,-0.26,439044,93210,493266,10025.0,8850.0,11225.0,-4600.0,25375.0,257.19,100.0,3000,6372.500000000001,13752.50000000001
basic,8,H17,0.9,true,ZEN,10063.94,3571.98,"(9993.93, 10133.96)",49.39,-0.28,438386,93662,493518,10000.0,8375.0,11650.0,-10700.0,34500.0,256.8,100.0,3000,4450.0,16050.0
basic,8,H17,0.9,true,Hi-Opt 2,10024.87,3310.99,"(9959.97, 10089.77)",48.81,-0.12,438131,93550,493784,9950.0,8450.0,11575.0,-10050.0,29900.0,256.33,100.0,3000,4650.0,15452.50000000001
basic,8,H17,0.9,true,Wong Halves,10033.67,2388.23,"(9986.86, 10080.48)",49.09,-0.2,438214,93776,493649,10000.0,8800.0,11200.0,-3725.0,25525.0,255.41,100.0,3000,6400.0,13925.0
basic,8,H17,0.9,true,Revere RAPC,10118.53,5187.36,"(10016.85, 10220.21)",50.03,-0.37,437595,93506,494375,10025.0,7650.0,12575.0,-21050.0,47775.0,255.98,100.0,3000,1675.0,18875.0
basic,8,H17,0.9,true*2,Hi-Lo,10074.26,3767.3,"(10000.41, 10148.1)",49.91,-0.31,437422,94288,493834,10000.0,8300.0,11800.0,-12000.0,33100.0,255.76,100.0,3000,4000.0,16350.0
basic,8,H17,0.9,true*2,KISS3,10083.66,3897.65,"(10007.26, 10160.06)",49.71,-0.35,437476,93104,495010,10000.0,8250.0,11800.0,-12250.0,38550.0,255.56,100.0,3000,3900.0,16650.0
basic,8,H17,0.9,true*2,ZEN,10016.53,5509.83,"(9908.53, 10124.53)",49.74,-0.05,437585,93295,494659,10000.0,7450.0,12550.0,-25150.0,42700.0,256.27,100.0,3000,1150.0,19000.0
basic,8,H17,0.9,true*2,Hi-Opt 2,10205.26,5402.49,"(10099.36, 10311.15)",50.28,-0.62,438212,93711,493576,10050.0,7600.0,12650.0,-23900.0,42300.0,256.89,100.0,3000,1900.0,19255.00000000002
basic,8,H17,0.9,true*2,Wong Halves,10117.05,3985.32,"(10038.93, 10195.17)",50.3,-0.47,438342,93639,493526,10050.0,8300.0,11900.0,-14150.0,38250.0,256.75,100.0,3000,3895.000000000002,16600.0
basic,8,H17,0.9,true*2,Revere RAPC,10144.61,7283.82,"(10001.83, 10287.38)",50.94,-0.31,438400,93146,493824,10150.0,6450.0,13900.0,-30350.0,47150.0,258.61,100.0,3000,-2050.0,22150.0
basic,8,H17,0.9,true+2,Hi-Lo,10054.54,3508.58,"(9985.76, 10123.31)",50.04,-0.2,439009,93370,493129,10025.0,8075.0,12025.0,-9325.0,34675.0,258.7,100.0,3000,4525.0,15675.0
basic,8,H17,0.9,true+2,KISS3,10062.18,3507.22,"(9993.44, 10130.93)",50.18,-0.23,439034,93606,492930,10025.0,8100.0,11975.0,-8825.0,30325.0,258.79,100.0,3000,4375.0,15750.0
basic,8,H17,0.9,true+2,ZEN,10084.62,4731.65,"(9991.87, 10177.36)",50.83,-0.26,438393,93437,493619,10075.0,7625.0,12525.0,-27150.0,47025.0,259.37,100.0,3000,2425.0,17825.0
basic,8,H17,0.9,true+2,Hi-Opt 2,10143.11,4417.7,"(10056.52, 10229.7)",51.06,-0.44,439225,93619,492784,10100.0,7825.0,12350.0,-12150.0,38225.0,259.86,100.0,3000,3050.0,17450.0
basic,8,H17,0.9,true+2,Wong Halves,10028.14,3583.44,"(9957.9, 10098.38)",49.89,-0.1,437587,93480,494234,10000.0,7975.0,12000.0,-8275.0,30850.0,259.98,100.0,3000,4225.0,15902.50000000001
basic,8,H17,0.9,true+2,Revere RAPC,10072.1,6203.3,"(9950.51, 10193.7)",50.52,-0.17,437914,93423,494020,10075.0,6750.0,13225.0,-19450.0,43450.0,261.3,100.0,3000,-177.49999999999915,20350.0
basic,8,H17,0.9,true-2,Hi-Lo,9985.24,1792.66,"(9950.1, 10020.38)",48.32,0.11,438308,93916,493214,9950.0,9000.0,10950.0,-1525.0,21900.0,260.17,100.0,3000,7272.500000000001,12750.0
basic,8,H17,0.9,true-2,KISS3,9952.72,1836.47,"(9916.72, 9988.72)",47.86,0.35,437955,93395,494011,9950.0,8950.0,10900.0,-2500.0,23225.0,259.05,100.0,3000,7175.0,12850.0
basic,8,H17,0.9,true-2,ZEN,10080.26,2859.31,"(10024.22, 10136.31)",49.64,-0.46,438938,93437,493097,10000.0,8750.0,11300.0,-11500.0,29125.0,258.3,100.0,3000,5825.0,14727.50000000001
basic,8,H17,0.9,true-2,Hi-Opt 2,10024.58,2687.23,"(9971.9, 10077.25)",49.23,-0.15,438757,93387,493377,10000.0,8800.0,11225.0,-10500.0,29325.0,257.51,100.0,3000,5900.0,14150.0
basic,8,H17,0.9,true-2,Wong Halves,10021.7,1895.06,"(9984.56, 10058.85)",49.04,-0.16,438780,93320,493367,10000.0,8950.0,11000.0,-1500.0,24450.0,256.46,100.0,3000,7200.0,12950.0
basic,8,H17,0.9,true-2,Revere RAPC,10064.83,4422.07,"(9978.15, 10151.51)",50.6,-0.25,438973,93047,493151,10050.0,8200.0,11925.0,-21900.0,38600.0,256.41,100.0,3000,2875.0,17277.500000000007
basic,8,S17,0.25,running,Hi-Lo,9606.35,4849.24,"(9511.3, 9701.4)",47.22,1.28,438544,93466,493387,9750.0,6850.0,12450.0,-14000.0,32300.0,300.4,100.0,3000,1400.0,17600.0

basic,8,S17,0.25,running,KISS3,9705.59,4899.14,"(9609.56, 9801.62)",47.77,0.95,438886,93781,493026,9800.0,6950.0,12500.0,-14600.0,33850.0,301.66,100.0,3000,1550.0,17650.0

basic,8,S17,0.25,running,ZEN,9477.36,7519.99,"(9329.96, 9624.77)",47.83,1.13,438900,93968,492623,9650.0,4900.0,14000.0,-25800.0,43200.0,351.38,100.0,3000,-3000.0,21800.0

basic,8,S17,0.25,running,Hi-Opt 2,9548.12,7052.69,"(9409.88, 9686.37)",47.45,1.03,438724,93875,492676,9650.0,5450.0,13700.0,-23550.0,43800.0,370.46,100.0,3000,-2250.0,21100.0

basic,8,S17,0.25,running,Wong Halves,9774.61,5050.86,"(9675.61, 9873.62)",48.31,0.7,439122,93935,492386,9850.0,6900.0,12700.0,-14325.0,37900.0,358.94,100.0,3000,1400.0,17952.500000000007

basic,8,S17,0.25,running,Revere RAPC,9157.55,9282.3,"(8975.6, 9339.5)",45.96,1.38,438644,93912,492857,9250.0,3300.0,15000.0,-33750.0,47350.0,398.51,100.0,3000,-6200.0,24450.0

basic,8,S17,0.25,true,Hi-Lo,9939.92,1256.44,"(9915.3, 9964.55)",47.29,0.5,438722,93354,493402,9950.0,9100.0,10775.0,5100.0,14450.0,358.21,100.0,3000,7897.500000000001,12050.0

basic,8,S17,0.25,true,KISS3,9945.14,1265.36,"(9920.34, 9969.95)",47.83,0.46,438854,93855,492814,9950.0,9100.0,10800.0,4550.0,14750.0,328.0,100.0,3000,7872.500000000001,12050.0

basic,8,S17,0.25,true,ZEN,9939.42,1560.62,"(9908.83, 9970.01)",48.19,0.44,438493,93931,492954,9950.0,8950.0,10950.0,3000.0,17075.0,306.35,100.0,3000,7400.0,12450.0

basic,8,S17,0.25,true,Hi-Opt 2,9948.17,1500.72,"(9918.75, 9977.59)",48.68,0.39,438861,94008,492999,9975.0,9000.0,10900.0,3550.0,16950.0,288.75,100.0,3000,7475.0,12400.0

basic,8,S17,0.25,true,Wong Halves,9963.57,1278.6,"(9938.51, 9988.64)",47.4,0.3,439936,93480,492109,9950.0,9100.0,10800.0,3925.0,16750.0,273.16,100.0,3000,7872.500000000001,12050.0

basic,8,S17,0.25,true,Revere RAPC,9913.67,2381.43,"(9866.99, 9960.35)",48.42,0.48,438644,93510,493375,9950.0,8500.0,11350.0,-425.0,21225.0,264.95,100.0,3000,5897.500000000001,13725.0

basic,8,S17,0.25,true*2,Hi-Lo,9967.37,1662.84,"(9934.78, 9999.97)",48.39,0.23,439176,93925,492151,9950.0,8950.0,11000.0,1850.0,19100.0,255.18,100.0,3000,7250.0,12605.000000000018

basic,8,S17,0.25,true*2,KISS3,9952.39,1668.25,"(9919.68, 9985.09)",48.33,0.34,438742,93719,493039,9950.0,8900.0,11000.0,350.0,17950.0,246.85,100.0,3000,7250.0,12650.0

basic,8,S17,0.25,true*2,ZEN,9964.22,2618.27,"(9912.9, 10015.54)",48.93,0.19,438390,94128,492952,9950.0,8350.0,11550.0,-2250.0,22700.0,242.62,100.0,3000,5750.0,14150.0

basic,8,S17,0.25,true*2,Hi-Opt 2,9999.25,2485.25,"(9950.53, 10047.96)",49.81,0.0,439373,94008,492007,10000.0,8550.0,11450.0,-6450.0,22400.0,238.58,100.0,3000,6000.0,14050.0

basic,8,S17,0.25,true*2,Wong Halves,9970.8,1742.91,"(9936.64, 10004.97)",48.71,0.2,438715,93995,492911,9950.0,8900.0,11050.0,300.0,20800.0,232.87,100.0,3000,7150.0,12750.0

basic,8,S17,0.25,true*2,Revere RAPC,9996.88,4349.59,"(9911.63, 10082.14)",49.62,0.01,439049,94036,492508,10000.0,7450.0,12500.0,-9400.0,33750.0,235.04,100.0,3000,2850.0,17200.0

basic,8,S17,0.25,true+2,Hi-Lo,9938.86,2519.44,"(9889.47, 9988.24)",48.59,0.27,439490,93426,492462,9925.0,8275.0,11600.0,75.0,19950.0,234.5,100.0,3000,5775.0,14000.0

basic,8,S17,0.25,true+2,KISS3,9932.8,2536.8,"(9883.08, 9982.53)",48.64,0.29,438694,93767,492817,9925.0,8275.0,11625.0,-4275.0,18450.0,234.06,100.0,3000,5750.0,14050.0

basic,8,S17,0.25,true+2,ZEN,9916.09,2898.81,"(9859.27, 9972.92)",49.27,0.34,438845,93778,492790,9975.0,8050.0,11825.0,-4025.0,25000.0,234.39,100.0,3000,5125.0,14575.0

basic,8,S17,0.25,true+2,Hi-Opt 2,9931.65,2806.93,"(9876.63, 9986.67)",49.53,0.28,438911,94142,492205,9975.0,8100.0,11750.0,-4900.0,20975.0,234.54,100.0,3000,5247.500000000001,14500.0

basic,8,S17,0.25,true+2,Wong Halves,9882.3,2570.98,"(9831.9, 9932.69)",47.74,0.51,438140,94169,493180,9875.0,8200.0,11575.0,-450.0,22450.0,234.18,100.0,3000,5600.0,14125.0

basic,8,S17,0.25,true+2,Revere RAPC,9979.93,3635.13,"(9908.67, 10051.18)",50.21,0.07,440063,93539,492101,10025.0,7725.0,12275.0,-6300.0,26125.0,236.14,100.0,3000,4025.0,15825.0

basic,8,S17,0.25,true-2,Hi-Lo,9961.18,1175.96,"(9938.13, 9984.23)",47.67,0.34,439513,94370,491870,9950.0,9150.0,10750.0,5550.0,14050.0,231.13,100.0,3000,8050.0,11900.0

basic,8,S17,0.25,true-2,KISS3,9962.07,1168.55,"(9939.16, 9984.97)",47.45,0.33,439690,93615,492429,9950.0,9200.0,10750.0,5800.0,14500.0,226.49,100.0,3000,8050.0,11900.0

basic,8,S17,0.25,true-2,ZEN,9960.38,1216.38,"(9936.54, 9984.22)",47.76,0.34,439697,93946,492085,9950.0,9150.0,10750.0,5650.0,15575.0,222.31,100.0,3000,7950.0,11950.0

basic,8,S17,0.25,true-2,Hi-Opt 2,9935.31,1210.38,"(9911.59, 9959.04)",47.18,0.56,438261,94225,492833,9950.0,9100.0,10750.0,5400.0,14550.0,218.39,100.0,3000,7950.0,11950.0

basic,8,S17,0.25,true-2,Wong Halves,9949.78,1166.92,"(9926.91, 9972.66)",47.65,0.44,439098,94064,492424,9950.0,9150.0,10750.0,5050.0,14975.0,214.68,100.0,3000,8050.0,11850.0

basic,8,S17,0.25,true-2,Revere RAPC,9967.49,1673.82,"(9934.68, 10000.3)",48.75,0.24,439258,93995,492441,9975.0,8950.0,11000.0,-150.0,20575.0,211.91,100.0,3000,7250.0,12627.50000000001

basic,8,S17,0.5,running,Hi-Lo,9648.2,5844.39,"(9533.65, 9762.76)",47.52,0.97,438696,94110,492831,9750.0,6650.0,12650.0,-22150.0,47450.0,216.53,100.0,3000,-200.0,19000.0

basic,8,S17,0.5,running,KISS3,9802.48,5814.47,"(9688.5, 9916.45)",48.08,0.54,438645,94129,492712,9850.0,6850.0,12700.0,-30250.0,40500.0,220.85,100.0,3000,200.0,19405.00000000002

basic,8,S17,0.5,running,ZEN,9782.93,8262.72,"(9620.97, 9944.9)",48.94,0.41,439706,93434,492403,9850.0,5200.0,14400.0,-25200.0,51800.0,229.78,100.0,3000,-4050.0,23400.0

basic,8,S17,0.5,running,Hi-Opt 2,9833.23,7980.18,"(9676.8, 9989.65)",49.48,0.33,439540,93838,491942,9950.0,5300.0,14250.0,-30250.0,49950.0,237.66,100.0,3000,-3450.0,22805.00000000002

basic,8,S17,0.5,running,Wong Halves,9595.94,6116.35,"(9476.05, 9715.83)",47.13,1.07,438340,93424,493668,9750.0,6625.0,12775.0,-30900.0,40450.0,241.4,100.0,3000,-725.0,19400.0

basic,8,S17,0.5,running,Revere RAPC,9406.04,9854.59,"(9212.87, 9599.21)",47.98,0.89,438811,94072,492533,9600.0,3450.0,15450.0,-34800.0,52950.0,252.69,100.0,3000,-7100.0,25500.0

basic,8,S17,0.5,true,Hi-Lo,9952.53,1489.23,"(9923.33, 9981.72)",48.19,0.36,438920,94109,492226,9950.0,9025.0,10900.0,2425.0,18425.0,249.33,100.0,3000,7550.0,12325.0

basic,8,S17,0.5,true,KISS3,9993.18,1444.41,"(9964.86, 10021.49)",49.15,0.05,440228,93455,491924,10000.0,9100.0,10900.0,1275.0,17175.0,246.13,100.0,3000,7650.0,12327.50000000001

basic,8,S17,0.5,true,ZEN,9978.43,2097.33,"(9937.32, 10019.54)",48.96,0.13,438817,93747,492596,9975.0,8775.0,11200.0,-1625.0,24425.0,243.93,100.0,3000,6622.500000000001,13325.0

basic,8,S17,0.5,true,Hi-Opt 2,9983.86,2028.82,"(9944.09, 10023.62)",49.44,0.1,439360,94257,491761,10000.0,8825.0,11150.0,-4975.0,21950.0,241.71,100.0,3000,6750.0,13150.0

basic,8,S17,0.5,true,Wong Halves,9950.78,1512.97,"(9921.12, 9980.44)",48.89,0.37,438446,93798,493163,9975.0,9000.0,10900.0,3050.0,18025.0,238.97,100.0,3000,7550.0,12400.0

basic,8,S17,0.5,true,Revere RAPC,10010.72,3504.3,"(9942.03, 10079.41)",49.9,-0.05,439077,93797,492693,10000.0,8250.0,11800.0,-7700.0,29050.0,238.73,100.0,3000,4300.0,15625.0

basic,8,S17,0.5,true*2,Hi-Lo,9975.26,2362.06,"(9928.96, 10021.56)",49.26,0.14,438867,93686,492652,10000.0,8700.0,11250.0,-6150.0,25150.0,237.15,100.0,3000,6150.0,13750.0

basic,8,S17,0.5,true*2,KISS3,9952.27,2364.26,"(9905.93, 9998.61)",48.53,0.27,438128,94219,493066,9950.0,8700.0,11250.0,-4700.0,22250.0,235.64,100.0,3000,6100.0,13700.0

basic,8,S17,0.5,true*2,ZEN,10004.63,3829.4,"(9929.57, 10079.69)",49.78,-0.02,439142,93745,492543,10000.0,8100.0,11900.0,-12750.0,38150.0,235.81,100.0,3000,3650.0,16200.0

basic,8,S17,0.5,true*2,Hi-Opt 2,9989.95,3614.03,"(9919.11, 10060.79)",49.88,0.04,439542,93920,492040,10000.0,8200.0,11800.0,-11850.0,37350.0,235.76,100.0,3000,4000.0,15650.0

basic,8,S17,0.5,true*2,Wong Halves,9967.85,2430.22,"(9920.22, 10015.49)",49.39,0.18,438406,94140,492886,10000.0,8700.0,11300.0,-8500.0,24400.0,234.47,100.0,3000,6000.0,13850.0

basic,8,S17,0.5,true*2,Revere RAPC,10222.18,5907.29,"(10106.38, 10337.97)",51.86,-0.59,440186,93560,491915,10200.0,7200.0,13200.0,-23750.0,42750.0,237.2,100.0,3000,600.0,20000.0

basic,8,S17,0.5,true+2,Hi-Lo,9969.89,2763.93,"(9915.72, 10024.07)",49.53,0.12,439231,93723,492637,9975.0,8250.0,11700.0,-1925.0,22300.0,237.19,100.0,3000,5450.0,14475.0

basic,8,S17,0.5,true+2,KISS3,9928.01,2733.28,"(9874.44, 9981.59)",48.79,0.3,438937,93569,492885,9925.0,8175.0,11675.0,-3100.0,22650.0,237.19,100.0,3000,5500.0,14350.0

basic,8,S17,0.5,true+2,ZEN,9965.21,3469.84,"(9897.19, 10033.22)",49.44,0.13,438866,94028,492557,9975.0,7937.5,12000.0,-12050.0,28250.0,237.83,100.0,3000,4372.500000000001,15600.0

basic,8,S17,0.5,true+2,Hi-Opt 2,9965.83,3335.16,"(9900.45, 10031.2)",49.7,0.13,438687,94476,492482,9975.0,7950.0,12000.0,-5925.0,28225.0,238.35,100.0,3000,4500.0,15300.0

basic,8,S17,0.5,true+2,Wong Halves,9982.98,2781.83,"(9928.46, 10037.51)",50.03,0.07,439290,93963,492641,10025.0,8225.0,11762.5,-5025.0,22200.0,238.35,100.0,3000,5450.0,14452.50000000001

basic,8,S17,0.5,true+2,Revere RAPC,10033.03,4767.28,"(9939.58, 10126.48)",50.53,-0.1,439444,94256,492013,10050.0,7350.0,12675.0,-14875.0,40325.0,240.12,100.0,3000,2200.0,17625.0

basic,8,S17,0.5,true-2,Hi-Lo,9924.07,1204.84,"(9900.46, 9947.69)",46.89,0.66,437928,93915,493766,9950.0,9150.0,10700.0,4000.0,16350.0,237.8,100.0,3000,7950.0,11850.0

basic,8,S17,0.5,true-2,KISS3,9958.56,1199.11,"(9935.05, 9982.06)",48.31,0.36,439645,93473,492612,10000.0,9150.0,10750.0,5000.0,14700.0,235.55,100.0,3000,7950.0,11900.0

basic,8,S17,0.5,true-2,ZEN,9990.33,1512.34,"(9960.69, 10019.98)",49.4,0.08,440141,93686,491777,10000.0,9075.0,10900.0,-1700.0,19275.0,233.62,100.0,3000,7625.0,12400.0

basic,8,S17,0.5,true-2,Hi-Opt 2,9973.1,1422.73,"(9945.21, 10000.99)",48.56,0.21,439580,94354,491582,9975.0,9100.0,10850.0,300.0,17550.0,231.7,100.0,3000,7700.0,12200.0

basic,8,S17,0.5,true-2,Wong Halves,9956.63,1207.43,"(9932.97, 9980.3)",47.27,0.38,439061,94084,492363,9950.0,9150.0,10750.0,5400.0,15150.0,229.68,100.0,3000,8000.0,11950.0

basic,8,S17,0.5,true-2,Revere RAPC,10024.0,2597.55,"(9973.08, 10074.92)",50.63,-0.14,439555,93733,492191,10050.0,8725.0,11300.0,-8925.0,26025.0,228.7,100.0,3000,5997.500000000001,14050.0

basic,8,S17,0.75,running,Hi-Lo,9829.99,6179.22,"(9708.87, 9951.11)",49.45,0.44,439618,93814,492005,10000.0,7000.0,12800.0,-31200.0,43250.0,231.2,100.0,3000,-400.0,19750.0

basic,8,S17,0.75,running,KISS3,9898.92,6019.05,"(9780.94, 10016.9)",49.1,0.26,439737,93640,492110,9950.0,7000.0,12800.0,-20750.0,51000.0,233.57,100.0,3000,-150.0,19550.0

basic,8,S17,0.75,running,ZEN,9808.5,8398.94,"(9643.86, 9973.13)",49.22,0.35,439014,93830,492922,9900.0,5500.0,14200.0,-45550.0,49650.0,238.44,100.0,3000,-4400.0,23700.0

basic,8,S17,0.75,running,Hi-Opt 2,9922.97,8330.64,"(9759.68, 10086.27)",49.22,0.14,440284,93723,491522,9900.0,5550.0,14250.0,-30750.0,44450.0,242.86,100.0,3000,-4300.0,23905.00000000002

basic,8,S17,0.75,running,Wong Halves,9818.38,6374.08,"(9693.44, 9943.32)",48.35,0.45,439281,93886,492538,9875.0,6825.0,12850.0,-28500.0,45450.0,245.13,100.0,3000,-1025.0,20125.0

basic,8,S17,0.75,running,Revere RAPC,9647.74,10175.23,"(9448.29, 9847.2)",48.05,0.51,439679,93979,491689,9650.0,3900.0,15500.0,-37200.0,60750.0,251.56,100.0,3000,-7054.999999999998,26300.0

basic,8,S17,0.75,true,Hi-Lo,9988.93,1813.47,"(9953.39, 10024.48)",48.92,0.07,438696,93952,492690,9975.0,8925.0,11050.0,-825.0,22325.0,249.97,100.0,3000,7150.0,12875.0

basic,8,S17,0.75,true,KISS3,10001.84,1823.4,"(9966.1, 10037.58)",49.42,-0.01,439219,94548,491691,10000.0,8950.0,11050.0,-2900.0,22150.0,248.44,100.0,3000,7150.0,12875.0

basic,8,S17,0.75,true,ZEN,10040.07,2862.89,"(9983.95, 10096.18)",50.13,-0.2,439711,93617,492212,10025.0,8600.0,11450.0,-6300.0,35600.0,247.66,100.0,3000,5450.0,14675.0

basic,8,S17,0.75,true,Hi-Opt 2,10036.49,2722.97,"(9983.11, 10089.86)",50.7,-0.19,439409,93553,492437,10050.0,8700.0,11400.0,-13875.0,33450.0,246.8,100.0,3000,5725.0,14275.0

basic,8,S17,0.75,true,Wong Halves,10023.08,1908.91,"(9985.66, 10060.49)",49.96,-0.15,439937,93399,492021,10000.0,8925.0,11100.0,-1350.0,26625.0,245.4,100.0,3000,7050.0,13050.0

basic,8,S17,0.75,true,Revere RAPC,10082.65,4681.81,"(9990.88, 10174.42)",50.37,-0.28,439030,93678,492736,10050.0,7975.0,12200.0,-21375.0,39075.0,246.0,100.0,3000,2500.0,17700.0

basic,8,S17,0.75,true*2,Hi-Lo,10031.21,3252.34,"(9967.46, 10094.96)",50.26,-0.15,439062,93675,492801,10050.0,8500.0,11600.0,-10250.0,36350.0,245.5,100.0,3000,4800.0,15200.0

basic,8,S17,0.75,true*2,KISS3,10068.97,3187.12,"(10006.49, 10131.44)",50.67,-0.32,439892,93500,492175,10050.0,8550.0,11550.0,-14650.0,30350.0,245.04,100.0,3000,5000.0,15200.0

basic,8,S17,0.75,true*2,ZEN,10237.63,5035.66,"(10138.93, 10336.34)",51.39,-0.75,440319,93434,491622,10150.0,7900.0,12550.0,-19600.0,38450.0,245.89,100.0,3000,2000.0,18600.0

basic,8,S17,0.75,true*2,Hi-Opt 2,9994.39,4788.19,"(9900.53, 10088.25)",50.31,0.02,438383,94147,492688,10050.0,7800.0,12200.0,-19450.0,39500.0,246.53,100.0,3000,1945.0000000000018,17750.0

basic,8,S17,0.75,true*2,Wong Halves,10078.96,3305.58,"(10014.17, 10143.76)",50.62,-0.36,439315,93503,492755,10050.0,8500.0,11650.0,-17700.0,36250.0,246.13,100.0,3000,4950.0,15300.0

basic,8,S17,0.75,true*2,Revere RAPC,10202.74,7350.58,"(10058.65, 10346.82)",50.81,-0.44,438960,93895,492506,10100.0,6650.0,13900.0,-31400.0,54500.0,248.69,100.0,3000,-2300.0,22400.0

basic,8,S17,0.75,true+2,Hi-Lo,9988.74,3129.22,"(9927.4, 10050.07)",50.22,0.04,438796,94289,492186,10025.0,8175.0,11875.0,-5850.0,27125.0,248.75,100.0,3000,4825.0,14875.0

basic,8,S17,0.75,true+2,KISS3,10005.1,3113.67,"(9944.07, 10066.14)",50.11,-0.02,439510,93835,492064,10025.0,8225.0,11825.0,-10700.0,27275.0,248.81,100.0,3000,4850.0,15075.0

basic,8,S17,0.75,true+2,ZEN,10054.17,4203.26,"(9971.78, 10136.56)",50.98,-0.17,439633,93847,491665,10100.0,7825.0,12325.0,-18750.0,30675.0,249.47,100.0,3000,3150.0,16852.500000000007

basic,8,S17,0.75,true+2,Hi-Opt 2,9992.46,3988.78,"(9914.27, 10070.64)",49.97,0.02,437907,94479,493245,10000.0,7850.0,12125.0,-9125.0,31200.0,250.03,100.0,3000,3425.0,16575.0

basic,8,S17,0.75,true+2,Wong Halves,10030.45,3242.97,"(9966.88, 10094.02)",49.87,-0.12,439271,93867,492175,10000.0,8150.0,11950.0,-6850.0,27100.0,250.12,100.0,3000,4747.500000000001,15202.50000000001

basic,8,S17,0.75,true+2,Revere RAPC,10250.07,5892.25,"(10134.57, 10365.57)",52.49,-0.62,439699,94178,491310,10275.0,7250.0,13250.0,-20375.0,53100.0,251.83,100.0,3000,500.0,20000.0

basic,8,S17,0.75,true-2,Hi-Lo,9963.59,1325.81,"(9937.6, 9989.57)",48.4,0.3,439466,93572,492515,9950.0,9100.0,10800.0,2250.0,16925.0,250.26,100.0,3000,7850.0,12050.0

basic,8,S17,0.75,true-2,KISS3,9972.01,1317.71,"(9946.19, 9997.84)",48.88,0.23,439481,93859,492095,10000.0,9150.0,10800.0,2900.0,18050.0,248.72,100.0,3000,7850.0,12100.0

