strategy,num_decks,s17_h17,penetration,bet_size,card_counting,mean_bankroll,std_dev,CI95,profit_realized,casino_advantage,total_player_win,total_ties,total_computer_win,median,q1,q3,min_bankroll,max_bankroll,bet_mean,bet_median,max_bet,percent5,percent95
basic,1,S17,0.25,running,Hi-Lo,9929.05,2235.07,"(9885.24, 9972.86)",48.23,0.42,439280,91275,489374,9950.0,8450.0,11400.0,700.0,19500.0,166.41,100.0,2200,6200.0,13600.0
basic,1,S17,0.25,running,KISS3,10005.85,2307.75,"(9960.61, 10051.09)",49.58,-0.03,439608,91583,488643,10000.0,8450.0,11500.0,1050.0,19400.0,167.5,100.0,2200,6250.0,13850.0
basic,1,S17,0.25,running,ZEN,9931.61,3892.05,"(9855.32, 10007.9)",49.13,0.27,439094,91261,489353,9950.0,7400.0,12450.0,-4500.0,24850.0,193.84,100.0,3000,3500.0,16350.0
basic,1,S17,0.25,running,Hi-Opt 2,9885.12,3550.19,"(9815.53, 9954.71)",48.13,0.48,438695,91710,489411,9850.0,7550.0,12200.0,-5000.0,23450.0,203.47,100.0,3000,4150.0,15800.0
basic,1,S17,0.25,running,Wong Halves,9983.15,2350.77,"(9937.07, 10029.23)",49.14,0.1,438972,91431,489404,9975.0,8425.0,11550.0,275.0,19850.0,197.52,100.0,3000,6097.500000000001,13850.0
basic,1,S17,0.25,running,Revere RAPC,9640.02,6446.78,"(9513.66, 9766.39)",47.26,0.92,438926,90940,489817,9600.0,5350.0,13900.0,-18750.0,35500.0,228.81,100.0,3000,-750.0,20200.0
basic,1,S17,0.25,true,Hi-Lo,10137.19,2906.93,"(10080.21, 10194.17)",51.56,-0.7,438401,91474,489513,10150.0,8200.0,12050.0,-1450.0,20900.0,223.61,100.0,3000,5350.0,14950.0
basic,1,S17,0.25,true,KISS3,10154.12,2989.5,"(10095.52, 10212.71)",52.19,-0.77,438608,91457,489525,10200.0,8100.0,12150.0,-500.0,23800.0,220.24,100.0,3000,5300.0,15100.0
basic,1,S17,0.25,true,ZEN,10224.52,4682.78,"(10132.73, 10316.31)",51.5,-0.8,439043,91552,489119,10200.0,7150.0,13350.0,-8750.0,28150.0,226.33,100.0,3000,2500.0,17900.0
basic,1,S17,0.25,true,Hi-Opt 2,10216.09,4431.07,"(10129.24, 10302.95)",51.63,-0.81,439052,90977,489656,10200.0,7250.0,13200.0,-8000.0,28000.0,229.89,100.0,3000,2950.0,17400.0
basic,1,S17,0.25,true,Wong Halves,10178.52,3009.16,"(10119.54, 10237.51)",51.91,-0.88,439420,91661,488773,10150.0,8150.0,12150.0,-1300.0,21500.0,227.01,100.0,3000,5300.0,15200.0
basic,1,S17,0.25,true,Revere RAPC,10484.4,6654.56,"(10353.96, 10614.84)",52.54,-1.27,439292,91366,489156,10400.0,6150.0,14850.0,-17600.0,37600.0,239.29,100.0,3000,-400.0,21650.0
basic,1,S17,0.25,true*2,Hi-Lo,10346.66,5070.65,"(10247.27, 10446.06)",52.29,-1.17,439433,91721,488531,10300.0,6900.0,13750.0,-12750.0,32300.0,243.28,100.0,3000,2050.0,18650.0
basic,1,S17,0.25,true*2,KISS3,10278.71,5119.95,"(10178.35, 10379.07)",52.66,-0.92,439102,91392,489238,10350.0,6850.0,13650.0,-10450.0,29850.0,247.11,100.0,3000,1945.0000000000016,18650.0
basic,1,S17,0.25,true*2,ZEN,10362.01,6868.8,"(10227.37, 10496.65)",52.07,-0.91,438286,91676,490001,10350.0,5700.0,14950.0,-14850.0,41500.0,256.55,100.0,3000,-850.0,21650.0
basic,1,S17,0.25,true*2,Hi-Opt 2,10298.67,6674.92,"(10167.84, 10429.51)",51.21,-0.78,438802,91701,489228,10250.0,5800.0,14700.0,-15350.0,36850.0,264.0,100.0,3000,-600.0,21300.0
basic,1,S17,0.25,true*2,Wong Halves,10306.9,5301.73,"(10202.97, 10410.82)",52.16,-1.0,439359,91716,488770,10300.0,6750.0,13800.0,-13850.0,33100.0,266.17,100.0,3000,1600.0,19150.0
basic,1,S17,0.25,true*2,Revere RAPC,10557.85,8005.9,"(10400.92, 10714.78)",52.73,-1.18,438911,91568,489128,10650.0,5200.0,15950.0,-20150.0,39500.0,277.11,100.0,3000,-2550.0,23805.00000000002
basic,1,S17,0.25,true+2,Hi-Lo,10203.05,4065.68,"(10123.36, 10282.74)",51.44,-0.67,438005,91584,490168,10150.0,7500.0,12925.0,-5050.0,25800.0,278.13,100.0,3000,3550.0,17000.0
basic,1,S17,0.25,true+2,KISS3,10188.26,4163.26,"(10106.66, 10269.87)",52.26,-0.61,438645,91794,489214,10250.0,7450.0,13000.0,-5900.0,29700.0,279.32,100.0,3000,3300.0,16900.0
basic,1,S17,0.25,true+2,ZEN,10340.36,5739.55,"(10227.86, 10452.87)",51.84,-0.89,439378,91011,489253,10300.0,6500.0,14200.0,-14000.0,33300.0,283.81,100.0,3000,950.0,19700.0
basic,1,S17,0.25,true+2,Hi-Opt 2,10265.37,5417.32,"(10159.18, 10371.56)",51.72,-0.72,438452,91800,489556,10250.0,6675.0,13750.0,-13350.0,30600.0,287.35,100.0,3000,1450.0,19300.0
basic,1,S17,0.25,true+2,Wong Halves,10271.28,4270.64,"(10187.57, 10354.99)",51.92,-0.88,439463,91367,488739,10250.0,7500.0,13050.0,-7150.0,26350.0,288.0,100.0,3000,3400.0,17400.0
basic,1,S17,0.25,true+2,Revere RAPC,10430.05,7223.08,"(10288.47, 10571.64)",51.91,-0.92,438881,91441,489376,10350.0,5550.0,15200.0,-16550.0,39300.0,295.12,100.0,3000,-1250.0,22400.0
basic,1,S17,0.25,true-2,Hi-Lo,10097.63,2097.62,"(10056.52, 10138.75)",51.11,-0.63,439490,91362,489058,10100.0,8700.0,11500.0,2000.0,18800.0,289.36,100.0,3000,6700.0,13600.0
basic,1,S17,0.25,true-2,KISS3,10067.8,2166.47,"(10025.34, 10110.27)",50.43,-0.43,438572,91471,489737,10050.0,8650.0,11450.0,400.0,20450.0,284.15,100.0,3000,6500.0,13650.0
basic,1,S17,0.25,true-2,ZEN,10241.5,3886.73,"(10165.31, 10317.69)",52.36,-1.04,439831,91363,488538,10250.0,7700.0,12750.0,-4050.0,27150.0,282.03,100.0,3000,3900.0,16650.0
basic,1,S17,0.25,true-2,Hi-Opt 2,10212.64,3582.44,"(10142.42, 10282.86)",51.98,-0.98,439424,91395,488897,10200.0,7850.0,12550.0,-4250.0,23550.0,279.57,100.0,3000,4300.0,16100.0
basic,1,S17,0.25,true-2,Wong Halves,10105.45,2264.49,"(10061.06, 10149.83)",51.22,-0.66,439018,91686,488948,10100.0,8600.0,11600.0,200.0,19150.0,275.31,100.0,3000,6400.0,13850.0
basic,1,S17,0.25,true-2,Revere RAPC,10492.71,6021.56,"(10374.68, 10610.75)",53.32,-1.45,439735,91561,488408,10450.0,6450.0,14350.0,-13450.0,35150.0,277.24,100.0,3000,650.0,20550.0
basic,1,S17,0.5,running,Hi-Lo,10021.62,2537.81,"(9971.87, 10071.36)",49.28,-0.12,438895,91565,489237,10000.0,8350.0,11650.0,250.0,20350.0,274.13,100.0,3000,5850.0,14250.0
basic,1,S17,0.5,running,KISS3,10039.38,2515.19,"(9990.08, 10088.68)",50.34,-0.21,439260,91126,489224,10050.0,8400.0,11650.0,-650.0,23100.0,271.27,100.0,3000,5950.0,14150.0
basic,1,S17,0.5,running,ZEN,10123.76,4349.72,"(10038.5, 10209.02)",50.48,-0.44,439501,91547,488719,10050.0,7250.0,12900.0,-10400.0,27500.0,271.34,100.0,3000,3100.0,17400.0
basic,1,S17,0.5,running,Hi-Opt 2,10017.63,4077.6,"(9937.7, 10097.55)",49.64,-0.07,438202,91349,489826,10000.0,7350.0,12700.0,-10950.0,25750.0,271.02,100.0,3000,3395.000000000002,16800.0
basic,1,S17,0.5,running,Wong Halves,10029.56,2609.3,"(9978.41, 10080.7)",50.01,-0.15,439354,90536,489936,10025.0,8300.0,11700.0,-2800.0,21425.0,268.66,100.0,3000,5772.500000000001,14350.0
basic,1,S17,0.5,running,Revere RAPC,10029.23,7023.06,"(9891.57, 10166.9)",49.67,-0.07,439003,91259,489523,9950.0,5400.0,14550.0,-19600.0,41750.0,272.97,100.0,3000,-1550.0,21550.0
basic,1,S17,0.5,true,Hi-Lo,10345.11,3889.86,"(10268.87, 10421.36)",52.77,-1.38,439449,91314,489105,10300.0,7825.0,12800.0,-6600.0,28200.0,272.24,100.0,3000,4100.0,16700.0
basic,1,S17,0.5,true,KISS3,10374.94,3835.01,"(10299.77, 10450.11)",53.48,-1.48,440303,91136,488235,10350.0,7850.0,12850.0,-10400.0,33950.0,271.6,100.0,3000,4150.0,16700.0
basic,1,S17,0.5,true,ZEN,10559.2,5975.24,"(10442.07, 10676.32)",53.31,-1.52,438679,91276,489855,10500.0,6600.0,14500.0,-12850.0,34650.0,273.91,100.0,3000,700.0,20550.0
basic,1,S17,0.5,true,Hi-Opt 2,10479.62,5756.21,"(10366.79, 10592.45)",53.08,-1.36,439156,91072,489435,10400.0,6600.0,14200.0,-18950.0,41100.0,275.72,100.0,3000,1350.0,19900.0
basic,1,S17,0.5,true,Wong Halves,10358.91,4028.72,"(10279.94, 10437.88)",52.5,-1.38,439150,91189,489390,10250.0,7700.0,12950.0,-4750.0,28500.0,275.19,100.0,3000,3850.0,17150.0
basic,1,S17,0.5,true,Revere RAPC,10735.91,7906.46,"(10580.93, 10890.89)",53.35,-1.5,438299,91384,490041,10650.0,5500.0,15925.0,-19450.0,44900.0,280.1,100.0,3000,-2000.0,23850.0
basic,1,S17,0.5,true*2,Hi-Lo,10654.28,6517.92,"(10526.52, 10782.04)",53.84,-1.67,439133,91282,489582,10650.0,6350.0,14950.0,-17400.0,34950.0,282.51,100.0,3000,100.0,21450.0
basic,1,S17,0.5,true*2,KISS3,10679.69,6447.86,"(10553.3, 10806.08)",54.12,-1.72,439328,91390,489059,10650.0,6400.0,14900.0,-12950.0,38900.0,284.87,100.0,3000,150.0,21250.0
basic,1,S17,0.5,true*2,ZEN,10784.3,8104.57,"(10625.44, 10943.16)",53.43,-1.54,439969,91007,489112,10700.0,5350.0,16200.0,-22300.0,42250.0,289.62,100.0,3000,-2450.0,24250.0
basic,1,S17,0.5,true*2,Hi-Opt 2,10637.83,8043.56,"(10480.17, 10795.5)",52.8,-1.29,438821,91293,489587,10600.0,5200.0,16000.0,-18350.0,38100.0,293.87,100.0,3000,-2500.0,23850.0
basic,1,S17,0.5,true*2,Wong Halves,10631.18,6584.56,"(10502.11, 10760.25)",53.65,-1.57,438812,91161,489749,10600.0,6250.0,14900.0,-11850.0,42900.0,296.01,100.0,3000,-4.999999999998295,21500.0
basic,1,S17,0.5,true*2,Revere RAPC,10909.81,9264.78,"(10728.21, 11091.42)",53.4,-1.54,439640,91439,488784,10750.0,4800.0,17000.0,-23550.0,55450.0,301.9,100.0,3000,-4000.0,26350.0
basic,1,S17,0.5,true+2,Hi-Lo,10447.43,5033.58,"(10348.77, 10546.1)",53.46,-1.26,438631,91072,489830,10450.0,7150.0,13800.0,-10850.0,33000.0,302.85,100.0,3000,2100.0,18600.0
basic,1,S17,0.5,true+2,KISS3,10585.65,5098.26,"(10485.72, 10685.59)",54.46,-1.63,440283,91379,488155,10550.0,7200.0,13950.0,-11500.0,35400.0,303.85,100.0,3000,2200.0,19050.0
basic,1,S17,0.5,true+2,ZEN,10666.87,6933.04,"(10530.97, 10802.77)",54.21,-1.44,439437,90839,489506,10700.0,6100.0,15200.0,-14150.0,38650.0,306.78,100.0,3000,-950.0,22050.0
basic,1,S17,0.5,true+2,Hi-Opt 2,10716.8,6761.8,"(10584.26, 10849.34)",53.76,-1.6,438543,91253,489834,10650.0,6200.0,15150.0,-18850.0,40250.0,309.35,100.0,3000,-250.0,21950.0
basic,1,S17,0.5,true+2,Wong Halves,10486.76,5225.52,"(10384.34, 10589.19)",53.33,-1.34,438871,91200,489392,10450.0,7050.0,13950.0,-9600.0,33400.0,310.25,100.0,3000,1850.0,19100.0
basic,1,S17,0.5,true+2,Revere RAPC,10798.91,8522.9,"(10631.85, 10965.97)",53.55,-1.42,438524,91372,489651,10850.0,5150.0,16450.0,-21250.0,44500.0,314.72,100.0,3000,-3054.999999999998,24950.0
basic,1,S17,0.5,true-2,Hi-Lo,10271.28,2934.87,"(10213.75, 10328.81)",52.96,-1.41,439329,91286,489086,10250.0,8400.0,12150.0,-3550.0,27350.0,312.43,100.0,3000,5500.0,15150.0
basic,1,S17,0.5,true-2,KISS3,10188.77,2964.65,"(10130.66, 10246.89)",51.62,-0.97,438496,91143,490008,10150.0,8250.0,12100.0,-4850.0,23400.0,310.26,100.0,3000,5350.0,15100.0
basic,1,S17,0.5,true-2,ZEN,10601.57,5161.68,"(10500.39, 10702.74)",54.45,-1.97,439821,91147,488434,10550.0,7200.0,14000.0,-11000.0,30800.0,310.09,100.0,3000,2300.0,19200.0
basic,1,S17,0.5,true-2,Hi-Opt 2,10354.62,4909.17,"(10258.39, 10450.84)",52.68,-1.22,439558,90834,489795,10300.0,7200.0,13500.0,-10350.0,30900.0,309.65,100.0,3000,2350.0,18450.0
basic,1,S17,0.5,true-2,Wong Halves,10309.22,3102.6,"(10248.4, 10370.04)",53.63,-1.54,440617,91440,487739,10300.0,8300.0,12350.0,-3250.0,23300.0,307.73,100.0,3000,5150.0,15350.0
basic,1,S17,0.5,true-2,Revere RAPC,10731.14,7337.32,"(10587.32, 10874.97)",53.75,-1.65,439565,91475,488704,10700.0,5900.0,15550.0,-20050.0,37450.0,309.82,100.0,3000,-1350.0,22800.0
basic,2,S17,0.25,running,Hi-Lo,9843.25,2846.66,"(9787.46, 9899.05)",47.46,0.78,439477,93259,490203,9850.0,7950.0,11700.0,-4250.0,23000.0,335.08,100.0,3000,5150.0,14550.0
basic,2,S17,0.25,running,KISS3,9877.9,2873.78,"(9821.57, 9934.23)",48.11,0.61,439146,92985,491165,9900.0,8000.0,11750.0,-2500.0,22150.0,333.94,100.0,3000,5150.0,14550.0
basic,2,S17,0.25,running,ZEN,9698.57,4847.67,"(9603.55, 9793.6)",47.27,0.99,439054,92487,491289,9750.0,6550.0,12800.0,-11550.0,29300.0,333.66,100.0,3000,1700.0,17700.0
basic,2,S17,0.25,running,Hi-Opt 2,9765.53,4523.69,"(9676.86, 9854.2)",47.65,0.81,438835,92821,491324,9800.0,6800.0,12700.0,-9500.0,29950.0,333.25,100.0,3000,2345.000000000002,17250.0
basic,2,S17,0.25,running,Wong Halves,9857.18,2955.64,"(9799.25, 9915.12)",47.99,0.69,439065,92477,491376,9850.0,7900.0,11800.0,-2150.0,22050.0,332.2,100.0,3000,5050.0,14675.0
basic,2,S17,0.25,running,Revere RAPC,9263.45,7522.18,"(9116.0, 9410.9)",46.0,1.59,438136,92857,491994,9250.0,4350.0,14050.0,-20150.0,42750.0,333.17,100.0,3000,-3150.0,21800.0
basic,2,S17,0.25,true,Hi-Lo,9986.27,1457.73,"(9957.7, 10014.85)",49.08,0.1,438999,92592,491349,10000.0,9025.0,10950.0,4475.0,16050.0,331.55,100.0,3000,7600.0,12352.50000000001
basic,2,S17,0.25,true,KISS3,9982.31,1474.64,"(9953.41, 10011.22)",49.62,0.13,438683,92744,491383,10000.0,9000.0,10950.0,2675.0,16900.0,329.96,100.0,3000,7550.0,12350.0
basic,2,S17,0.25,true,ZEN,9983.82,2125.86,"(9942.15, 10025.49)",49.01,0.1,438139,92846,491736,9975.0,8600.0,11425.0,1800.0,19400.0,328.65,100.0,3000,6500.0,13477.50000000001
basic,2,S17,0.25,true,Hi-Opt 2,10032.99,1972.28,"(9994.33, 10071.65)",50.62,-0.21,439758,92726,490372,10050.0,8750.0,11350.0,750.0,18150.0,327.32,100.0,3000,6800.0,13227.50000000001
basic,2,S17,0.25,true,Wong Halves,10012.73,1501.39,"(9983.3, 10042.16)",49.94,-0.1,439737,92540,490922,10000.0,9000.0,11000.0,3850.0,16025.0,325.81,100.0,3000,7550.0,12500.0
basic,2,S17,0.25,true,Revere RAPC,10072.24,3512.79,"(10003.39, 10141.1)",50.65,-0.31,439525,92617,490982,10075.0,7800.0,12325.0,-4900.0,24200.0,325.07,100.0,3000,4250.0,15775.0
basic,2,S17,0.25,true*2,Hi-Lo,10028.2,2303.17,"(9983.05, 10073.34)",49.86,-0.16,438493,92529,491931,10000.0,8550.0,11550.0,550.0,19700.0,323.91,100.0,3000,6200.0,13800.0
basic,2,S17,0.25,true*2,KISS3,10038.12,2339.74,"(9992.26, 10083.98)",50.19,-0.22,438790,93052,490978,10050.0,8500.0,11600.0,100.0,19800.0,322.77,100.0,3000,6200.0,13850.0
basic,2,S17,0.25,true*2,ZEN,10121.07,3825.71,"(10046.08, 10196.06)",50.73,-0.49,438982,92725,490965,10100.0,7650.0,12600.0,-7050.0,26500.0,322.17,100.0,3000,3900.0,16500.0
basic,2,S17,0.25,true*2,Hi-Opt 2,10073.04,3610.73,"(10002.26, 10143.81)",50.24,-0.31,438464,92651,491768,10050.0,7725.0,12450.0,-6200.0,27700.0,321.51,100.0,3000,4200.0,15900.0
basic,2,S17,0.25,true*2,Wong Halves,10054.95,2447.66,"(10006.97, 10102.92)",50.79,-0.3,438889,92750,491601,10050.0,8450.0,11600.0,200.0,21000.0,320.46,100.0,3000,6050.0,14100.0
basic,2,S17,0.25,true*2,Revere RAPC,10241.87,6094.7,"(10122.41, 10361.34)",51.45,-0.66,438236,93106,491625,10250.0,6300.0,14150.0,-13300.0,43200.0,320.74,100.0,3000,350.0,20300.0
basic,2,S17,0.25,true+2,Hi-Lo,10053.03,2710.4,"(9999.9, 10106.16)",51.27,-0.22,439503,92130,491346,10100.0,8250.0,11875.0,-1800.0,22500.0,320.11,100.0,3000,5575.0,14475.0
basic,2,S17,0.25,true+2,KISS3,10041.87,2750.05,"(9987.96, 10095.77)",50.8,-0.17,439711,92236,491264,10075.0,8225.0,11875.0,550.0,21125.0,319.5,100.0,3000,5450.0,14475.0
basic,2,S17,0.25,true+2,ZEN,10097.54,3427.34,"(10030.36, 10164.72)",50.98,-0.36,439674,92671,490707,10100.0,7812.5,12375.0,-5100.0,23250.0,319.13,100.0,3000,4525.0,15800.0
basic,2,S17,0.25,true+2,Hi-Opt 2,10033.32,3281.09,"(9969.0, 10097.63)",50.5,-0.12,438774,92542,491630,10050.0,7850.0,12212.5,-3050.0,21925.0,318.73,100.0,3000,4675.0,15377.50000000001
basic,2,S17,0.25,true+2,Wong Halves,10049.12,2819.17,"(9993.86, 10104.39)",49.81,-0.2,439270,92570,491274,10000.0,8150.0,11925.0,-1500.0,20725.0,318.14,100.0,3000,5450.0,14727.50000000001
basic,2,S17,0.25,true+2,Revere RAPC,10114.71,4820.6,"(10020.22, 10209.2)",50.84,-0.34,438050,93149,492115,10150.0,6850.0,13300.0,-11425.0,30425.0,318.24,100.0,3000,2247.500000000001,18077.500000000007
basic,2,S17,0.25,true-2,Hi-Lo,9986.31,1191.99,"(9962.95, 10009.68)",48.11,0.12,439482,92403,491061,9950.0,9200.0,10800.0,5350.0,14850.0,316.81,100.0,3000,8050.0,11950.0
basic,2,S17,0.25,true-2,KISS3,9966.68,1202.6,"(9943.11, 9990.25)",47.66,0.29,438857,92366,491750,9950.0,9150.0,10750.0,5550.0,14800.0,315.4,100.0,3000,8000.0,11950.0
basic,2,S17,0.25,true-2,ZEN,9990.25,1472.51,"(9961.39, 10019.11)",49.21,0.08,439214,93040,490592,10000.0,9025.0,11000.0,3800.0,16150.0,314.11,100.0,3000,7625.0,12400.0
basic,2,S17,0.25,true-2,Hi-Opt 2,9985.67,1399.8,"(9958.23, 10013.11)",48.68,0.11,439296,92392,491287,9975.0,9050.0,10900.0,4800.0,14975.0,312.81,100.0,3000,7700.0,12275.0
basic,2,S17,0.25,true-2,Wong Halves,9973.7,1197.94,"(9950.22, 9997.18)",48.63,0.23,438890,92729,491283,10000.0,9150.0,10775.0,5750.0,13900.0,311.46,100.0,3000,8000.0,11950.0
basic,2,S17,0.25,true-2,Revere RAPC,10010.39,2627.57,"(9958.89, 10061.9)",50.05,-0.06,438267,93031,491515,10025.0,8350.0,11750.0,-3600.0,21350.0,310.54,100.0,3000,5600.0,14177.50000000001
basic,2,S17,0.5,running,Hi-Lo,9937.06,3313.63,"(9872.11, 10002.02)",48.93,0.28,440021,92601,490447,9950.0,7850.0,12000.0,-6600.0,23050.0,309.95,100.0,3000,4450.0,15300.0
basic,2,S17,0.5,running,KISS3,9951.7,3335.36,"(9886.32, 10017.08)",48.92,0.21,439714,92920,490381,9950.0,7900.0,12050.0,-6800.0,24650.0,309.37,100.0,3000,4450.0,15450.0
basic,2,S17,0.5,running,ZEN,9946.85,5629.26,"(9836.51, 10057.2)",49.29,0.15,439063,92856,490905,9900.0,6350.0,13550.0,-17100.0,31500.0,309.58,100.0,3000,750.0,19250.0
basic,2,S17,0.5,running,Hi-Opt 2,10020.11,5257.04,"(9917.07, 10123.16)",49.95,-0.06,440028,92508,490633,10000.0,6750.0,13350.0,-13900.0,31150.0,309.68,100.0,3000,1500.0,18655.00000000002
basic,2,S17,0.5,running,Wong Halves,9948.07,3461.84,"(9880.21, 10015.92)",49.02,0.22,439050,92821,491178,9925.0,7762.5,12175.0,-3425.0,25475.0,309.16,100.0,3000,4250.0,15600.0
basic,2,S17,0.5,running,Revere RAPC,9577.63,8221.04,"(9416.49, 9738.78)",47.65,0.82,438455,92635,491735,9550.0,4200.0,14900.0,-30450.0,49150.0,310.4,100.0,3000,-3950.0,23300.0
basic,2,S17,0.5,true,Hi-Lo,10112.65,2579.98,"(10062.07, 10163.22)",51.99,-0.62,438711,92635,491552,10150.0,8500.0,11750.0,-1150.0,24050.0,309.56,100.0,3000,5800.0,14277.50000000001
basic,2,S17,0.5,true,KISS3,10066.62,2563.92,"(10016.36, 10116.88)",50.82,-0.36,438547,92982,491288,10050.0,8475.0,11650.0,-1750.0,20900.0,308.74,100.0,3000,5850.0,14200.0
basic,2,S17,0.5,true,ZEN,10179.88,4233.48,"(10096.9, 10262.87)",51.5,-0.69,439067,92770,491255,10150.0,7500.0,12850.0,-10125.0,33275.0,308.41,100.0,3000,3450.0,17175.0
basic,2,S17,0.5,true,Hi-Opt 2,10130.52,3956.01,"(10052.97, 10208.06)",50.97,-0.52,439307,92946,490834,10125.0,7650.0,12550.0,-10350.0,28850.0,308.01,100.0,3000,3700.0,16602.500000000007
basic,2,S17,0.5,true,Wong Halves,10101.33,2673.58,"(10048.93, 10153.74)",50.83,-0.54,439184,92889,491109,10075.0,8450.0,11775.0,-4400.0,21975.0,307.24,100.0,3000,5750.0,14475.0
basic,2,S17,0.5,true,Revere RAPC,10329.53,6126.28,"(10209.44, 10449.61)",51.79,-0.87,438404,92581,492032,10300.0,6375.0,14150.0,-18175.0,38750.0,307.62,100.0,3000,375.0,20500.0
basic,2,S17,0.5,true*2,Hi-Lo,10224.5,4619.62,"(10133.95, 10315.05)",51.3,-0.8,439137,92899,491044,10150.0,7400.0,13050.0,-9600.0,35400.0,307.42,100.0,3000,2600.0,17950.0
basic,2,S17,0.5,true*2,KISS3,10188.34,4564.85,"(10098.87, 10277.82)",51.08,-0.67,438127,92942,491996,10150.0,7300.0,13050.0,-8450.0,29600.0,307.23,100.0,3000,2700.0,17700.0
basic,2,S17,0.5,true*2,ZEN,10321.02,6398.26,"(10195.6, 10446.43)",51.95,-0.81,439022,92894,491173,10350.0,6250.0,14300.0,-15500.0,41900.0,307.72,100.0,3000,-204.9999999999983,20750.0
basic,2,S17,0.5,true*2,Hi-Opt 2,10390.02,6225.19,"(10268.0, 10512.05)",52.05,-1.02,439729,92604,490537,10350.0,6350.0,14300.0,-19550.0,36150.0,308.11,100.0,3000,400.0,20800.0
basic,2,S17,0.5,true*2,Wong Halves,10237.74,4773.54,"(10144.17, 10331.31)",51.65,-0.81,438608,92792,491517,10200.0,7250.0,13150.0,-9800.0,34050.0,307.98,100.0,3000,2400.0,18150.0
basic,2,S17,0.5,true*2,Revere RAPC,10456.03,8068.81,"(10297.87, 10614.19)",51.93,-0.88,438559,92811,491498,10400.0,5200.0,15700.0,-22250.0,43400.0,309.16,100.0,3000,-2900.0,23800.0
basic,2,S17,0.5,true+2,Hi-Lo,10184.21,3804.98,"(10109.63, 10258.79)",51.82,-0.63,438676,93244,490859,10200.0,7725.0,12625.0,-6000.0,27050.0,309.01,100.0,3000,3925.0,16500.0
basic,2,S17,0.5,true+2,KISS3,10150.22,3825.25,"(10075.24, 10225.2)",51.74,-0.51,438983,93158,490884,10175.0,7675.0,12575.0,-8400.0,28050.0,308.88,100.0,3000,3900.0,16400.0
basic,2,S17,0.5,true+2,ZEN,10205.89,5338.49,"(10101.25, 10310.53)",51.33,-0.56,438787,92625,491546,10200.0,6850.0,13525.0,-14750.0,37600.0,309.17,100.0,3000,1450.0,19050.0
basic,2,S17,0.5,true+2,Hi-Opt 2,10156.18,5073.22,"(10056.73, 10255.62)",51.46,-0.44,438955,92734,491272,10200.0,6925.0,13400.0,-10525.0,30825.0,309.39,100.0,3000,1675.0,18500.0
basic,2,S17,0.5,true+2,Wong Halves,10221.0,3896.31,"(10144.63, 10297.37)",52.66,-0.74,439552,92739,490792,10275.0,7700.0,12775.0,-6425.0,26500.0,309.28,100.0,3000,3825.0,16550.0
basic,2,S17,0.5,true+2,Revere RAPC,10401.14,7123.64,"(10261.51, 10540.77)",52.04,-0.86,439350,92315,491478,10350.0,5825.0,15000.0,-23775.0,48950.0,310.14,100.0,3000,-1400.0,22225.0
basic,2,S17,0.5,true-2,Hi-Lo,10053.33,1862.36,"(10016.83, 10089.84)",50.33,-0.37,439345,92552,490988,10050.0,8900.0,11250.0,1500.0,18600.0,309.16,100.0,3000,7000.0,13050.0
basic,2,S17,0.5,true-2,KISS3,10021.52,1897.24,"(9984.33, 10058.71)",50.03,-0.15,438303,93133,491498,10025.0,8800.0,11200.0,2450.0,20750.0,308.19,100.0,3000,6900.0,13050.0
basic,2,S17,0.5,true-2,ZEN,10194.4,3329.64,"(10129.14, 10259.67)",51.9,-0.95,439623,92731,490791,10150.0,8150.0,12150.0,-3975.0,30325.0,307.58,100.0,3000,4850.0,15800.0
basic,2,S17,0.5,true-2,Hi-Opt 2,10145.08,3152.89,"(10083.28, 10206.88)",51.54,-0.74,439840,92740,490625,10150.0,8250.0,12050.0,-6950.0,25900.0,306.92,100.0,3000,5050.0,15350.0
basic,2,S17,0.5,true-2,Wong Halves,10045.64,1949.91,"(10007.42, 10083.86)",49.88,-0.31,439016,92706,491464,10000.0,8800.0,11225.0,1950.0,19000.0,306.0,100.0,3000,6850.0,13275.0
basic,2,S17,0.5,true-2,Revere RAPC,10255.89,5391.04,"(10150.22, 10361.56)",51.22,-0.81,438859,92850,491381,10150.0,6825.0,13637.5,-11100.0,34575.0,306.01,100.0,3000,1397.500000000001,19350.0
basic,2,S17,0.75,running,Hi-Lo,10012.9,3446.38,"(9945.34, 10080.45)",49.05,-0.05,439506,92644,490631,9950.0,7900.0,12150.0,-6650.0,25650.0,305.58,100.0,3000,4395.000000000002,15700.0
basic,2,S17,0.75,running,KISS3,10097.0,3462.6,"(10029.13, 10164.88)",50.74,-0.41,439926,92530,490797,10050.0,7950.0,12150.0,-6250.0,27200.0,305.17,100.0,3000,4500.0,15850.0
basic,2,S17,0.75,running,ZEN,10143.91,5791.71,"(10030.39, 10257.44)",50.56,-0.4,440220,92948,489959,10050.0,6550.0,13700.0,-17150.0,41250.0,305.45,100.0,3000,850.0,19700.0
basic,2,S17,0.75,running,Hi-Opt 2,10120.95,5470.7,"(10013.71, 10228.18)",50.57,-0.35,438971,92828,491257,10100.0,6800.0,13450.0,-20450.0,38550.0,305.62,100.0,3000,1100.0,19150.0
